Date,Golden State Warriors_unscaled,Golden State Warriors_monthly,isPartial,scale,Golden State Warriors,GoldenStateWarriors_adjusted
2022-05-14,95,60.0,,0.6,57.0,10.81
2022-05-15,23,47.0,False,0.47,10.81,11.28
2022-05-16,24,47.0,,0.47,11.28,7.05
2022-05-17,15,47.0,,0.47,7.05,10.81
2022-05-18,23,47.0,,0.47,10.81,31.49
2022-05-19,67,47.0,,0.47,31.49,10.81
2022-05-20,23,47.0,,0.47,10.81,39.95
2022-05-21,85,47.0,,0.47,39.95,27.0
2022-05-22,36,75.0,False,0.75,27.0,57.0
2022-05-23,76,75.0,,0.75,57.0,21.0
2022-05-24,28,75.0,,0.75,21.0,68.25
2022-05-25,91,75.0,,0.75,68.25,22.5
2022-05-26,30,75.0,,0.75,22.5,75.0
2022-05-27,100,75.0,,0.75,75.0,17.25
2022-05-28,23,75.0,,0.75,17.25,7.52
2022-05-29,16,47.0,False,0.47,7.52,15.51
2022-05-30,33,47.0,,0.47,15.51,8.93
2022-05-31,19,47.0,,0.47,8.93,3.76
2022-06-01,8,47.0,,0.47,3.76,5.64
2022-06-02,12,47.0,,0.47,5.64,22.09
2022-06-03,47,47.0,,0.47,22.09,5.17
2022-06-04,11,47.0,,0.47,5.17,13.43
2022-06-05,17,79.0,False,0.79,13.43,33.18
2022-06-06,42,79.0,,0.79,33.18,7.9
2022-06-07,10,79.0,,0.79,7.9,11.06
2022-06-08,14,79.0,,0.79,11.06,31.6
2022-06-09,40,79.0,,0.79,31.6,9.48
2022-06-10,12,79.0,,0.79,9.48,42.66
2022-06-11,54,79.0,,0.79,42.66,16.0
2022-06-12,16,100.0,False,1.0,16.0,15.0
2022-06-13,15,100.0,,1.0,15.0,59.0
2022-06-14,59,100.0,,1.0,59.0,12.0
2022-06-15,12,100.0,,1.0,12.0,18.0
2022-06-16,18,100.0,,1.0,18.0,100.0
2022-06-17,100,100.0,,1.0,100.0,13.0
2022-06-18,13,100.0,,1.0,13.0,1.62
2022-06-19,9,18.0,False,0.18,1.62,1.7999999999999998
2022-06-20,10,18.0,,0.18,1.7999999999999998,1.08
2022-06-21,6,18.0,,0.18,1.08,0.72
2022-06-22,4,18.0,,0.18,0.72,0.72
2022-06-23,4,18.0,,0.18,0.72,1.08
2022-06-24,6,18.0,,0.18,1.08,0.54
2022-06-25,3,18.0,,0.18,0.54,0.33
2022-06-26,3,11.0,False,0.11,0.33,0.33
2022-06-27,3,11.0,,0.11,0.33,0.33
2022-06-28,3,11.0,,0.11,0.33,0.33
2022-06-29,3,11.0,,0.11,0.33,0.44
2022-06-30,4,11.0,,0.11,0.44,10.56
2022-07-01,96,11.0,,0.11,10.56,11.0
2022-07-02,100,11.0,,0.11,11.0,9.02
2022-07-03,82,11.0,False,0.11,9.02,9.57
2022-07-04,87,11.0,,0.11,9.57,7.59
2022-07-05,69,11.0,,0.11,7.59,6.2700000000000005
2022-07-06,57,11.0,,0.11,6.2700000000000005,5.5
2022-07-07,50,11.0,,0.11,5.5,5.39
2022-07-08,49,11.0,,0.11,5.39,5.83
2022-07-09,53,11.0,,0.11,5.83,4.0
2022-07-10,50,8.0,False,0.08,4.0,4.4
2022-07-11,55,8.0,,0.08,4.4,3.12
2022-07-12,39,8.0,,0.08,3.12,3.52
2022-07-13,44,8.0,,0.08,3.52,3.44
2022-07-14,43,8.0,,0.08,3.44,3.44
2022-07-15,43,8.0,,0.08,3.44,3.76
2022-07-16,47,8.0,,0.08,3.76,3.5700000000000003
2022-07-17,51,7.0,False,0.07,3.5700000000000003,2.7300000000000004
2022-07-18,39,7.0,,0.07,2.7300000000000004,2.5900000000000003
2022-07-19,37,7.0,,0.07,2.5900000000000003,2.66
2022-07-20,38,7.0,,0.07,2.66,3.78
2022-07-21,54,7.0,,0.07,3.78,2.3800000000000003
2022-07-22,34,7.0,,0.07,2.3800000000000003,2.5200000000000005
2022-07-23,36,7.0,,0.07,2.5200000000000005,1.98
2022-07-24,33,6.0,False,0.06,1.98,2.1
2022-07-25,35,6.0,,0.06,2.1,3.1799999999999997
2022-07-26,53,6.0,,0.06,3.1799999999999997,2.46
2022-07-27,41,6.0,,0.06,2.46,1.86
2022-07-28,31,6.0,,0.06,1.86,1.7999999999999998
2022-07-29,30,6.0,,0.06,1.7999999999999998,1.98
2022-07-30,33,6.0,,0.06,1.98,1.55
2022-07-31,31,5.0,False,0.05,1.55,3.2
2022-08-01,64,5.0,,0.05,3.2,4.3500000000000005
2022-08-02,87,5.0,,0.05,4.3500000000000005,4.95
2022-08-03,99,5.0,,0.05,4.95,3.45
2022-08-04,69,5.0,,0.05,3.45,3.25
2022-08-05,65,5.0,,0.05,3.25,3.65
2022-08-06,73,5.0,,0.05,3.65,4.2
2022-08-07,84,5.0,False,0.05,4.2,3.1500000000000004
2022-08-08,63,5.0,,0.05,3.1500000000000004,3.4000000000000004
2022-08-09,68,5.0,,0.05,3.4000000000000004,2.8000000000000003
2022-08-10,56,5.0,,0.05,2.8000000000000003,2.75
2022-08-11,55,5.0,,0.05,2.75,3.2
2022-08-12,64,5.0,,0.05,3.2,4.0
2022-08-13,80,5.0,,0.05,4.0,3.45
2022-08-14,69,5.0,False,0.05,3.45,3.0
2022-08-15,60,5.0,,0.05,3.0,3.25
2022-08-16,65,5.0,,0.05,3.25,3.4000000000000004
2022-08-17,68,5.0,,0.05,3.4000000000000004,3.5
2022-08-18,70,5.0,,0.05,3.5,3.4000000000000004
2022-08-19,68,5.0,,0.05,3.4000000000000004,2.8000000000000003
2022-08-20,56,5.0,,0.05,2.8000000000000003,2.75
2022-08-21,55,5.0,False,0.05,2.75,3.0
2022-08-22,60,5.0,,0.05,3.0,2.5
2022-08-23,50,5.0,,0.05,2.5,4.800000000000001
2022-08-24,96,5.0,,0.05,4.800000000000001,5.0
2022-08-25,100,5.0,,0.05,5.0,3.1
2022-08-26,62,5.0,,0.05,3.1,3.7
2022-08-27,74,5.0,,0.05,3.7,4.1000000000000005
2022-08-28,82,5.0,False,0.05,4.1000000000000005,2.8000000000000003
2022-08-29,56,5.0,,0.05,2.8000000000000003,2.6500000000000004
2022-08-30,53,5.0,,0.05,2.6500000000000004,2.35
2022-08-31,47,5.0,,0.05,2.35,2.2
2022-09-01,44,5.0,,0.05,2.2,1.9
2022-09-02,38,5.0,,0.05,1.9,2.1
2022-09-03,42,5.0,,0.05,2.1,1.64
2022-09-04,41,4.0,False,0.04,1.64,1.6
2022-09-05,40,4.0,,0.04,1.6,1.56
2022-09-06,39,4.0,,0.04,1.56,1.36
2022-09-07,34,4.0,,0.04,1.36,1.48
2022-09-08,37,4.0,,0.04,1.48,1.64
2022-09-09,41,4.0,,0.04,1.64,2.2
2022-09-10,55,4.0,,0.04,2.2,2.5
2022-09-11,50,5.0,False,0.05,2.5,1.75
2022-09-12,35,5.0,,0.05,1.75,3.65
2022-09-13,73,5.0,,0.05,3.65,1.9
2022-09-14,38,5.0,,0.05,1.9,2.1
2022-09-15,42,5.0,,0.05,2.1,1.9
2022-09-16,38,5.0,,0.05,1.9,2.35
2022-09-17,47,5.0,,0.05,2.35,1.68
2022-09-18,42,4.0,False,0.04,1.68,1.92
2022-09-19,48,4.0,,0.04,1.92,1.6
2022-09-20,40,4.0,,0.04,1.6,1.4
2022-09-21,35,4.0,,0.04,1.4,1.68
2022-09-22,42,4.0,,0.04,1.68,2.72
2022-09-23,68,4.0,,0.04,2.72,2.12
2022-09-24,53,4.0,,0.04,2.12,3.0
2022-09-25,50,6.0,False,0.06,3.0,2.94
2022-09-26,49,6.0,,0.06,2.94,3.06
2022-09-27,51,6.0,,0.06,3.06,2.94
2022-09-28,49,6.0,,0.06,2.94,2.88
2022-09-29,48,6.0,,0.06,2.88,6.0
2022-09-30,100,6.0,,0.06,6.0,0.84
2022-10-01,14,6.0,,0.06,0.84,1.1900000000000002
2022-10-02,17,7.0,False,0.07,1.1900000000000002,0.91
2022-10-03,13,7.0,,0.07,0.91,0.91
2022-10-04,13,7.0,,0.07,0.91,0.98
2022-10-05,14,7.0,,0.07,0.98,1.05
2022-10-06,15,7.0,,0.07,1.05,1.05
2022-10-07,15,7.0,,0.07,1.05,1.12
2022-10-08,16,7.0,,0.07,1.12,2.88
2022-10-09,24,12.0,False,0.12,2.88,3.12
2022-10-10,26,12.0,,0.12,3.12,1.68
2022-10-11,14,12.0,,0.12,1.68,2.6399999999999997
2022-10-12,22,12.0,,0.12,2.6399999999999997,1.92
2022-10-13,16,12.0,,0.12,1.92,2.6399999999999997
2022-10-14,22,12.0,,0.12,2.6399999999999997,3.96
2022-10-15,33,12.0,,0.12,3.96,4.41
2022-10-16,21,21.0,False,0.21,4.41,3.78
2022-10-17,18,21.0,,0.21,3.78,4.83
2022-10-18,23,21.0,,0.21,4.83,21.0
2022-10-19,100,21.0,,0.21,21.0,5.04
2022-10-20,24,21.0,,0.21,5.04,5.25
2022-10-21,25,21.0,,0.21,5.25,13.02
2022-10-22,62,21.0,,0.21,13.02,5.6000000000000005
2022-10-23,28,20.0,False,0.2,5.6000000000000005,9.6
2022-10-24,48,20.0,,0.2,9.6,4.800000000000001
2022-10-25,24,20.0,,0.2,4.800000000000001,12.2
2022-10-26,61,20.0,,0.2,12.2,4.2
2022-10-27,21,20.0,,0.2,4.2,8.8
2022-10-28,44,20.0,,0.2,8.8,6.0
2022-10-29,30,20.0,,0.2,6.0,9.88
2022-10-30,52,19.0,False,0.19,9.88,5.7
2022-10-31,30,19.0,,0.19,5.7,8.55
2022-11-01,45,19.0,,0.19,8.55,15.01
2022-11-02,79,19.0,,0.19,15.01,9.88
2022-11-03,52,19.0,,0.19,9.88,16.34
2022-11-04,86,19.0,,0.19,16.34,16.53
2022-11-05,87,19.0,,0.19,16.53,6.0200000000000005
2022-11-06,43,14.0,False,0.14,6.0200000000000005,5.460000000000001
2022-11-07,39,14.0,,0.14,5.460000000000001,10.500000000000002
2022-11-08,75,14.0,,0.14,10.500000000000002,4.62
2022-11-09,33,14.0,,0.14,4.62,5.180000000000001
2022-11-10,37,14.0,,0.14,5.180000000000001,5.32
2022-11-11,38,14.0,,0.14,5.32,14.000000000000002
2022-11-12,100,14.0,,0.14,14.000000000000002,7.31
2022-11-13,43,17.0,False,0.17,7.31,12.750000000000002
2022-11-14,75,17.0,,0.17,12.750000000000002,12.24
2022-11-15,72,17.0,,0.17,12.24,6.800000000000001
2022-11-16,40,17.0,,0.17,6.800000000000001,15.3
2022-11-17,90,17.0,,0.17,15.3,6.460000000000001
2022-11-18,38,17.0,,0.17,6.460000000000001,15.47
2022-11-19,91,17.0,,0.17,15.47,7.99
2022-11-20,47,17.0,False,0.17,7.99,13.260000000000002
2022-11-21,78,17.0,,0.17,13.260000000000002,11.39
2022-11-22,67,17.0,,0.17,11.39,6.800000000000001
2022-11-23,40,17.0,,0.17,6.800000000000001,14.62
2022-11-24,86,17.0,,0.17,14.62,6.12
2022-11-25,36,17.0,,0.17,6.12,14.28
2022-11-26,84,17.0,,0.17,14.28,11.68
2022-11-27,73,16.0,False,0.16,11.68,6.88
2022-11-28,43,16.0,,0.16,6.88,6.88
2022-11-29,43,16.0,,0.16,6.88,13.44
2022-11-30,84,16.0,,0.16,13.44,4.16
2022-12-01,26,16.0,,0.16,4.16,4.32
2022-12-02,27,16.0,,0.16,4.32,10.56
2022-12-03,66,16.0,,0.16,10.56,8.25
2022-12-04,55,15.0,False,0.15,8.25,4.35
2022-12-05,29,15.0,,0.15,4.35,9.0
2022-12-06,60,15.0,,0.15,9.0,5.7
2022-12-07,38,15.0,,0.15,5.7,8.25
2022-12-08,55,15.0,,0.15,8.25,4.05
2022-12-09,27,15.0,,0.15,4.05,4.95
2022-12-10,33,15.0,,0.15,4.95,14.11
2022-12-11,83,17.0,False,0.17,14.11,5.1000000000000005
2022-12-12,30,17.0,,0.17,5.1000000000000005,4.760000000000001
2022-12-13,28,17.0,,0.17,4.760000000000001,10.03
2022-12-14,59,17.0,,0.17,10.03,8.84
2022-12-15,52,17.0,,0.17,8.84,4.760000000000001
2022-12-16,28,17.0,,0.17,4.760000000000001,8.67
2022-12-17,51,17.0,,0.17,8.67,4.16
2022-12-18,32,13.0,False,0.13,4.16,4.94
2022-12-19,38,13.0,,0.13,4.94,4.55
2022-12-20,35,13.0,,0.13,4.55,6.890000000000001
2022-12-21,53,13.0,,0.13,6.890000000000001,6.37
2022-12-22,49,13.0,,0.13,6.37,2.99
2022-12-23,23,13.0,,0.13,2.99,3.38
2022-12-24,26,13.0,,0.13,3.38,8.4
2022-12-25,40,21.0,False,0.21,8.4,21.0
2022-12-26,100,21.0,,0.21,21.0,6.72
2022-12-27,32,21.0,,0.21,6.72,13.86
2022-12-28,66,21.0,,0.21,13.86,13.65
2022-12-29,65,21.0,,0.21,13.65,7.14
2022-12-30,34,21.0,,0.21,7.14,16.169999999999998
2022-12-31,77,21.0,,0.21,16.169999999999998,7.84
2023-01-01,49,16.0,False,0.16,7.84,6.24
2023-01-02,39,16.0,,0.16,6.24,12.48
2023-01-03,78,16.0,,0.16,12.48,5.92
2023-01-04,37,16.0,,0.16,5.92,10.88
2023-01-05,68,16.0,,0.16,10.88,4.8
2023-01-06,30,16.0,,0.16,4.8,6.88
2023-01-07,43,16.0,,0.16,6.88,12.750000000000002
2023-01-08,75,17.0,False,0.17,12.750000000000002,5.44
2023-01-09,32,17.0,,0.17,5.44,6.29
2023-01-10,37,17.0,,0.17,6.29,12.920000000000002
2023-01-11,76,17.0,,0.17,12.920000000000002,5.1000000000000005
2023-01-12,30,17.0,,0.17,5.1000000000000005,6.460000000000001
2023-01-13,38,17.0,,0.17,6.460000000000001,14.28
2023-01-14,84,17.0,,0.17,14.28,9.52
2023-01-15,56,17.0,False,0.17,9.52,8.33
2023-01-16,49,17.0,,0.17,8.33,6.12
2023-01-17,36,17.0,,0.17,6.12,5.95
2023-01-18,35,17.0,,0.17,5.95,6.970000000000001
2023-01-19,41,17.0,,0.17,6.970000000000001,16.32
2023-01-20,96,17.0,,0.17,16.32,11.56
2023-01-21,68,17.0,,0.17,11.56,6.460000000000001
2023-01-22,38,17.0,False,0.17,6.460000000000001,10.54
2023-01-23,62,17.0,,0.17,10.54,4.42
2023-01-24,26,17.0,,0.17,4.42,5.44
2023-01-25,32,17.0,,0.17,5.44,17.0
2023-01-26,100,17.0,,0.17,17.0,6.29
2023-01-27,37,17.0,,0.17,6.29,14.96
2023-01-28,88,17.0,,0.17,14.96,5.92
2023-01-29,37,16.0,False,0.16,5.92,5.12
2023-01-30,32,16.0,,0.16,5.12,11.04
2023-01-31,69,16.0,,0.16,11.04,6.24
2023-02-01,39,16.0,,0.16,6.24,13.6
2023-02-02,85,16.0,,0.16,13.6,10.72
2023-02-03,67,16.0,,0.16,10.72,6.08
2023-02-04,38,16.0,,0.16,6.08,20.0
2023-02-05,100,20.0,False,0.2,20.0,8.0
2023-02-06,40,20.0,,0.2,8.0,15.0
2023-02-07,75,20.0,,0.2,15.0,8.200000000000001
2023-02-08,41,20.0,,0.2,8.200000000000001,19.8
2023-02-09,99,20.0,,0.2,19.8,10.8
2023-02-10,54,20.0,,0.2,10.8,11.8
2023-02-11,59,20.0,,0.2,11.8,12.740000000000002
2023-02-12,91,14.0,False,0.14,12.740000000000002,4.760000000000001
2023-02-13,34,14.0,,0.14,4.760000000000001,9.52
2023-02-14,68,14.0,,0.14,9.52,8.260000000000002
2023-02-15,59,14.0,,0.14,8.260000000000002,3.92
2023-02-16,28,14.0,,0.14,3.92,4.340000000000001
2023-02-17,31,14.0,,0.14,4.340000000000001,3.78
2023-02-18,27,14.0,,0.14,3.78,3.19
2023-02-19,29,11.0,False,0.11,3.19,2.75
2023-02-20,25,11.0,,0.11,2.75,2.53
2023-02-21,23,11.0,,0.11,2.53,2.75
2023-02-22,25,11.0,,0.11,2.75,2.97
2023-02-23,27,11.0,,0.11,2.97,7.37
2023-02-24,67,11.0,,0.11,7.37,7.59
2023-02-25,69,11.0,,0.11,7.59,9.2
2023-02-26,46,20.0,False,0.2,9.2,17.400000000000002
2023-02-27,87,20.0,,0.2,17.400000000000002,7.4
2023-02-28,37,20.0,,0.2,7.4,13.2
2023-03-01,66,20.0,,0.2,13.2,7.0
2023-03-02,35,20.0,,0.2,7.0,18.4
2023-03-03,92,20.0,,0.2,18.4,16.0
2023-03-04,80,20.0,,0.2,16.0,15.12
2023-03-05,84,18.0,False,0.18,15.12,6.84
2023-03-06,38,18.0,,0.18,6.84,5.58
2023-03-07,31,18.0,,0.18,5.58,12.6
2023-03-08,70,18.0,,0.18,12.6,6.4799999999999995
2023-03-09,36,18.0,,0.18,6.4799999999999995,13.86
2023-03-10,77,18.0,,0.18,13.86,7.739999999999999
2023-03-11,43,18.0,,0.18,7.739999999999999,23.0
2023-03-12,100,23.0,False,0.23,23.0,8.97
2023-03-13,39,23.0,,0.23,8.97,20.24
2023-03-14,88,23.0,,0.23,20.24,8.97
2023-03-15,39,23.0,,0.23,8.97,17.71
2023-03-16,77,23.0,,0.23,17.71,9.2
2023-03-17,40,23.0,,0.23,9.2,17.48
2023-03-18,76,23.0,,0.23,17.48,15.6
2023-03-19,78,20.0,False,0.2,15.6,8.0
2023-03-20,40,20.0,,0.2,8.0,12.6
2023-03-21,63,20.0,,0.2,12.6,8.4
2023-03-22,42,20.0,,0.2,8.4,15.0
2023-03-23,75,20.0,,0.2,15.0,8.200000000000001
2023-03-24,41,20.0,,0.2,8.200000000000001,18.6
2023-03-25,93,20.0,,0.2,18.6,12.88
2023-03-26,56,23.0,False,0.23,12.88,19.09
2023-03-27,83,23.0,,0.23,19.09,9.66
2023-03-28,42,23.0,,0.23,9.66,21.62
2023-03-29,94,23.0,,0.23,21.62,10.81
2023-03-30,47,23.0,,0.23,10.81,9.66
2023-03-31,42,23.0,,0.23,9.66,5.5200000000000005
2023-04-01,24,23.0,,0.23,5.5200000000000005,3.78
2023-04-02,14,27.0,False,0.27,3.78,5.67
2023-04-03,21,27.0,,0.27,5.67,2.7
2023-04-04,10,27.0,,0.27,2.7,7.0200000000000005
2023-04-05,26,27.0,,0.27,7.0200000000000005,3.78
2023-04-06,14,27.0,,0.27,3.78,3.78
2023-04-07,14,27.0,,0.27,3.78,8.64
2023-04-08,32,27.0,,0.27,8.64,4.930000000000001
2023-04-09,29,17.0,False,0.17,4.930000000000001,2.5500000000000003
2023-04-10,15,17.0,,0.17,2.5500000000000003,1.36
2023-04-11,8,17.0,,0.17,1.36,1.36
2023-04-12,8,17.0,,0.17,1.36,1.1900000000000002
2023-04-13,7,17.0,,0.17,1.1900000000000002,1.02
2023-04-14,6,17.0,,0.17,1.02,2.3800000000000003
2023-04-15,14,17.0,,0.17,2.3800000000000003,22.88
2023-04-16,52,44.0,False,0.44,22.88,6.16
2023-04-17,14,44.0,,0.44,6.16,20.24
2023-04-18,46,44.0,,0.44,20.24,6.6
2023-04-19,15,44.0,,0.44,6.6,7.92
2023-04-20,18,44.0,,0.44,7.92,21.56
2023-04-21,49,44.0,,0.44,21.56,7.48
2023-04-22,17,44.0,,0.44,7.48,28.6
2023-04-23,55,52.0,False,0.52,28.6,11.96
2023-04-24,23,52.0,,0.52,11.96,7.800000000000001
2023-04-25,15,52.0,,0.52,7.800000000000001,9.36
2023-04-26,18,52.0,,0.52,9.36,27.04
2023-04-27,52,52.0,,0.52,27.04,10.92
2023-04-28,21,52.0,,0.52,10.92,39.0
2023-04-29,75,52.0,,0.52,39.0,63.0
2023-04-30,100,63.0,False,0.63,63.0,21.42
2023-05-01,34,63.0,,0.63,21.42,14.49
2023-05-02,23,63.0,,0.63,14.49,39.06
2023-05-03,62,63.0,,0.63,39.06,12.6
2023-05-04,20,63.0,,0.63,12.6,40.32
2023-05-05,64,63.0,,0.63,40.32,17.64
2023-05-06,28,63.0,,0.63,17.64,42.21
2023-05-07,63,67.0,False,0.67,42.21,14.74
2023-05-08,22,67.0,,0.67,14.74,42.21
2023-05-09,63,67.0,,0.67,42.21,14.07
2023-05-10,21,67.0,,0.67,14.07,46.900000000000006
2023-05-11,70,67.0,,0.67,46.900000000000006,17.42
2023-05-12,26,67.0,,0.67,17.42,67.0
2023-05-13,100,67.0,,0.67,67.0,1.12
2023-05-14,14,8.0,False,0.08,1.12,0.64
2023-05-15,8,8.0,,0.08,0.64,0.4
2023-05-16,5,8.0,,0.08,0.4,0.48
2023-05-17,6,8.0,,0.08,0.48,0.32
2023-05-18,4,8.0,,0.08,0.32,0.4
2023-05-19,5,8.0,,0.08,0.4,0.4
2023-05-20,5,8.0,,0.08,0.4,0.48
2023-05-21,8,6.0,False,0.06,0.48,0.36
2023-05-22,6,6.0,,0.06,0.36,0.3
2023-05-23,5,6.0,,0.06,0.3,0.24
2023-05-24,4,6.0,,0.06,0.24,0.24
2023-05-25,4,6.0,,0.06,0.24,0.24
2023-05-26,4,6.0,,0.06,0.24,0.18
2023-05-27,3,6.0,,0.06,0.18,0.2
2023-05-28,4,5.0,False,0.05,0.2,0.2
2023-05-29,4,5.0,,0.05,0.2,0.3
2023-05-30,6,5.0,,0.05,0.3,0.2
2023-05-31,4,5.0,,0.05,0.2,1.25
2023-06-01,25,5.0,,0.05,1.25,1.2000000000000002
2023-06-02,24,5.0,,0.05,1.2000000000000002,1.05
2023-06-03,21,5.0,,0.05,1.05,1.32
2023-06-04,33,4.0,False,0.04,1.32,0.92
2023-06-05,23,4.0,,0.04,0.92,0.68
2023-06-06,17,4.0,,0.04,0.68,0.68
2023-06-07,17,4.0,,0.04,0.68,0.8
2023-06-08,20,4.0,,0.04,0.8,0.72
2023-06-09,18,4.0,,0.04,0.72,0.96
2023-06-10,24,4.0,,0.04,0.96,0.95
2023-06-11,19,5.0,False,0.05,0.95,1.25
2023-06-12,25,5.0,,0.05,1.25,1.25
2023-06-13,25,5.0,,0.05,1.25,1.4500000000000002
2023-06-14,29,5.0,,0.05,1.4500000000000002,1.1
2023-06-15,22,5.0,,0.05,1.1,1.1
2023-06-16,22,5.0,,0.05,1.1,1.2000000000000002
2023-06-17,24,5.0,,0.05,1.2000000000000002,3.2
2023-06-18,32,10.0,False,0.1,3.2,3.5
2023-06-19,35,10.0,,0.1,3.5,2.9000000000000004
2023-06-20,29,10.0,,0.1,2.9000000000000004,3.1
2023-06-21,31,10.0,,0.1,3.1,7.6
2023-06-22,76,10.0,,0.1,7.6,10.0
2023-06-23,100,10.0,,0.1,10.0,5.5
2023-06-24,55,10.0,,0.1,5.5,3.5700000000000003
2023-06-25,51,7.0,False,0.07,3.5700000000000003,2.5900000000000003
2023-06-26,37,7.0,,0.07,2.5900000000000003,2.45
2023-06-27,35,7.0,,0.07,2.45,2.24
2023-06-28,32,7.0,,0.07,2.24,2.24
2023-06-29,32,7.0,,0.07,2.24,2.7300000000000004
2023-06-30,39,7.0,,0.07,2.7300000000000004,7.000000000000001
2023-07-01,100,7.0,,0.07,7.000000000000001,7.65
2023-07-02,85,9.0,False,0.09,7.65,6.66
2023-07-03,74,9.0,,0.09,6.66,7.83
2023-07-04,87,9.0,,0.09,7.83,5.76
2023-07-05,64,9.0,,0.09,5.76,5.49
2023-07-06,61,9.0,,0.09,5.49,5.04
2023-07-07,56,9.0,,0.09,5.04,7.38
2023-07-08,82,9.0,,0.09,7.38,4.9
2023-07-09,70,7.0,False,0.07,4.9,5.32
2023-07-10,76,7.0,,0.07,5.32,3.43
2023-07-11,49,7.0,,0.07,3.43,3.99
2023-07-12,57,7.0,,0.07,3.99,3.2900000000000005
2023-07-13,47,7.0,,0.07,3.2900000000000005,3.2900000000000005
2023-07-14,47,7.0,,0.07,3.2900000000000005,3.2900000000000005
2023-07-15,47,7.0,,0.07,3.2900000000000005,2.6999999999999997
2023-07-16,45,6.0,False,0.06,2.6999999999999997,2.76
2023-07-17,46,6.0,,0.06,2.76,4.02
2023-07-18,67,6.0,,0.06,4.02,4.02
2023-07-19,67,6.0,,0.06,4.02,2.28
2023-07-20,38,6.0,,0.06,2.28,2.16
2023-07-21,36,6.0,,0.06,2.16,2.34
2023-07-22,39,6.0,,0.06,2.34,1.44
2023-07-23,36,4.0,False,0.04,1.44,1.4
2023-07-24,35,4.0,,0.04,1.4,1.4
2023-07-25,35,4.0,,0.04,1.4,1.16
2023-07-26,29,4.0,,0.04,1.16,1.28
2023-07-27,32,4.0,,0.04,1.28,1.44
2023-07-28,36,4.0,,0.04,1.44,1.4
2023-07-29,35,4.0,,0.04,1.4,1.52
2023-07-30,38,4.0,False,0.04,1.52,1.2
2023-07-31,30,4.0,,0.04,1.2,1.96
2023-08-01,49,4.0,,0.04,1.96,2.16
2023-08-02,54,4.0,,0.04,2.16,2.04
2023-08-03,51,4.0,,0.04,2.04,1.88
2023-08-04,47,4.0,,0.04,1.88,1.92
2023-08-05,48,4.0,,0.04,1.92,1.56
2023-08-06,52,3.0,False,0.03,1.56,1.47
2023-08-07,49,3.0,,0.03,1.47,1.56
2023-08-08,52,3.0,,0.03,1.56,1.44
2023-08-09,48,3.0,,0.03,1.44,1.5
2023-08-10,50,3.0,,0.03,1.5,1.44
2023-08-11,48,3.0,,0.03,1.44,1.92
2023-08-12,64,3.0,,0.03,1.92,2.6
2023-08-13,52,5.0,False,0.05,2.6,2.5
2023-08-14,50,5.0,,0.05,2.5,2.5500000000000003
2023-08-15,51,5.0,,0.05,2.5500000000000003,3.3000000000000003
2023-08-16,66,5.0,,0.05,3.3000000000000003,5.0
2023-08-17,100,5.0,,0.05,5.0,3.95
2023-08-18,79,5.0,,0.05,3.95,4.0
2023-08-19,80,5.0,,0.05,4.0,2.48
2023-08-20,62,4.0,False,0.04,2.48,1.88
2023-08-21,47,4.0,,0.04,1.88,2.96
2023-08-22,74,4.0,,0.04,2.96,2.32
2023-08-23,58,4.0,,0.04,2.32,2.36
2023-08-24,59,4.0,,0.04,2.36,2.0
2023-08-25,50,4.0,,0.04,2.0,2.08
2023-08-26,52,4.0,,0.04,2.08,2.4
2023-08-27,60,4.0,False,0.04,2.4,2.04
2023-08-28,51,4.0,,0.04,2.04,1.88
2023-08-29,47,4.0,,0.04,1.88,2.0
2023-08-30,50,4.0,,0.04,2.0,1.56
2023-08-31,39,4.0,,0.04,1.56,3.0
2023-09-01,75,4.0,,0.04,3.0,3.3200000000000003
2023-09-02,83,4.0,,0.04,3.3200000000000003,2.0
2023-09-03,50,4.0,False,0.04,2.0,2.24
2023-09-04,56,4.0,,0.04,2.24,2.08
2023-09-05,52,4.0,,0.04,2.08,2.64
2023-09-06,66,4.0,,0.04,2.64,2.92
2023-09-07,73,4.0,,0.04,2.92,2.8000000000000003
2023-09-08,70,4.0,,0.04,2.8000000000000003,2.44
2023-09-09,61,4.0,,0.04,2.44,2.4
2023-09-10,60,4.0,False,0.04,2.4,2.2
2023-09-11,55,4.0,,0.04,2.2,2.04
2023-09-12,51,4.0,,0.04,2.04,2.2
2023-09-13,55,4.0,,0.04,2.2,2.48
2023-09-14,62,4.0,,0.04,2.48,4.0
2023-09-15,100,4.0,,0.04,4.0,3.04
2023-09-16,76,4.0,,0.04,3.04,2.84
2023-09-17,71,4.0,False,0.04,2.84,2.48
2023-09-18,62,4.0,,0.04,2.48,2.2
2023-09-19,55,4.0,,0.04,2.2,2.64
2023-09-20,66,4.0,,0.04,2.64,3.04
2023-09-21,76,4.0,,0.04,3.04,3.16
2023-09-22,79,4.0,,0.04,3.16,2.84
2023-09-23,71,4.0,,0.04,2.84,2.56
2023-09-24,64,4.0,False,0.04,2.56,2.4
2023-09-25,60,4.0,,0.04,2.4,2.68
2023-09-26,67,4.0,,0.04,2.68,3.24
2023-09-27,81,4.0,,0.04,3.24,3.12
2023-09-28,78,4.0,,0.04,3.12,3.04
2023-09-29,76,4.0,,0.04,3.04,3.28
2023-09-30,82,4.0,,0.04,3.28,0.7000000000000001
