title,date,excerpt,url,author
Trayce Jackson-Davis Views Four-Year College Experience as an Advantage,2023-06-24T05:24:48Z,"The Warriors went into Thursday night with just one scheduled draft selection but doubled that number after the team acquired the draft rights to 6’9 forward Trayce Jackson-Davis, the 57th pick of the 2023 Draft. ",https://www.nba.com/warriors/news/trayce-jackson-davis-views-four-year-college-experience-as-an-advantage-20230623,Kalyb Champion
Brandin Podziemski Sees “Perfect Fit” with Warriors,2023-06-24T05:09:45Z,"On Friday, the Warriors officially welcomed the 19th overall pick of the 2023 Draft, Brandin Podziemski, to the Bay with his introductory press conference.",https://www.nba.com/warriors/news/brandin-podziemski-sees-perfect-fit-with-warriors-20230623,Kalyb Champion
Warriors Announce NBA2K24 Summer League Schedule,2023-06-23T22:26:00Z,The Golden State Warriors have announced the team’s NBA2K24 Summer League 2023 schedule in Las Vegas (July 7-17).,https://www.nba.com/warriors/news/warriors-2023-summer-league-schedule-20230623,Golden State Warriors
"Warriors Acquire Draft Rights to Trayce Jackson-Davis From Washington, Presented by HPE",2023-06-23T06:13:00Z,"The Golden State Warriors have acquired the draft rights to forward Trayce Jackson-Davis, the 57th overall selection in the second round of the 2023 NBA Draft, from the Washington Wizards in exchange for cash considerations, the team announced today.",https://www.nba.com/warriors/news/warriors-acquire-trayce-jackson-davis-draft-rights-20230622,Golden State Warriors
"Warriors Select Guard Brandin Podziemski With 19th Overall Pick in 2023 NBA Draft, Presented by HPE",2023-06-23T03:49:29Z,"The Warriors have selected guard Brandin Podziemski with the 19th overall pick in the 2023 NBA Draft at Barclays Center in Brooklyn, New York.",https://www.nba.com/warriors/news/warriors-select-guard-brandin-podziemski-with-19th-overall-pick-20230622,Golden State Warriors
Warriors Announce Audition Information for 2023-24 Dance Program,2023-06-20T18:00:00Z,The Warriors Entertainment Teams have announced the audition schedule for the 2023-24 NBA season.,https://www.nba.com/warriors/news/warriors-2023-24-dance-program-audition-information-20230620,Golden State Warriors
Warriors Promote Mike Dunleavy Jr. To General Manager,2023-06-16T14:00:00Z,"The Golden State Warriors have promoted Mike Dunleavy Jr. to general manager, the team announced today. Warriors President of Basketball Operations / General Manager Bob Myers previously announced that he will step down from his role effective June 30. ",https://www.nba.com/warriors/news/warriors-promote-mike-dunleavy-jr-to-general-manager-20230616,Golden State Warriors
Golden State Warriors Win Two Northern California EMMY Awards,2023-06-05T08:00:11Z,"The Golden State Warriors won two San Francisco/Northern California EMMY Awards on June 3, awarded by the San Francisco/Northern California Chapter of the National Academy of Television Arts &amp; Sciences at the 52nd Annual Northern California Area EMMY Awards.",https://www.nba.com/warriors/news/warriors-win-two-northern-california-emmy-awards-20230605,Golden State Warriors
Warriors Advocate For Gun Violence Awareness,2023-06-02T15:00:00Z,"On this National Gun Violence Awareness Day, we wear orange to honor victims and survivors of gun violence.",https://www.nba.com/warriors/news/warriors-gun-violence-awareness-20230602,Golden State Warriors
Warriors to Participate in California Classic Summer League,2023-05-31T19:19:00Z,The Golden State Warriors will participate in the 5th Annual California Classic Summer League at Golden 1 Center in Sacramento.,https://www.nba.com/warriors/news/2023-california-classic-summer-league-roster-20230531,Golden State Warriors
Warriors President of Basketball Operations / General Manager Bob Myers to Step Down From His Role,2023-05-30T21:45:00Z,"Golden State Warriors President of Basketball Operations / General Manager Bob Myers will step down from his role at the conclusion of his contract, he announced today.",https://www.nba.com/warriors/news/bob-myers-steps-down-president-of-basketball-operations-general-manager-20230530,Golden State Warriors
Stephen Curry Named Winner of NBA's 2023 Kareem Abdul-Jabbar Social Justice Champion Award,2023-05-23T15:06:13Z,"Golden State Warriors guard Stephen Curry has been named the 2023 Kareem Abdul-Jabbar Social Justice Champion, the NBA announced today. Curry was selected from a group of five finalists for his dedication to pursuing social justice and advancing Abdul-Jabbar’s life mission to engage, empower and drive equality for individuals and groups who have been historically marginalized or systemically disadvantaged.",https://www.nba.com/warriors/news/stephen-curry-wins-nba-2023-kareem-abdul-jabbar-social-justice-champion-award-20230523,Golden State Warriors
Golden State’s Stephen Curry Wins 2022-23 J. Walter Kennedy Citizenship Award,2023-05-18T18:01:00Z,"Stephen Curry of the Golden State Warriors has won the 2022-23 J. Walter Kennedy Citizenship Award, as administered and selected by the Professional Basketball Writers Association (PBWA).",https://www.nba.com/warriors/news/curry-j-walter-kennedy-citizenship-award-winner-20230518,Golden State Warriors
Golden State Warriors Named Best in Sports Social Media at the Webby Awards,2023-05-16T17:04:00Z,The Golden State Warriors were named Best in Sports Social Media at the 27th Annual Webby Awards surrounding the team’s 2022 “Gold Blooded” playoff campaign.,https://www.nba.com/warriors/news/warriors-best-in-sports-social-media-webby-awards-20230516,Golden State Warriors
"Curry's 27-Point Effort Leads Warriors Over Lakers, Forces Game 6",2023-05-11T04:30:00Z,"The Golden State Warriors defeated the Los Angeles Lakers 121-106 in Game 5 of the Western Conference Semifinals at Chase Center on Wednesday night. With the win, the Dubs forced a Game 6 in Los Angeles on Friday night.",https://www.nba.com/warriors/news/gameday-recap-20230510,Golden State Warriors
Stephen Curry Named to 2022-23 All-NBA Second Team,2023-05-10T23:12:00Z,"Golden State Warriors guard Stephen Curry has been named to the 2022-23 All-NBA Second Team, the league announced today.",https://www.nba.com/warriors/news/stephen-curry-2022-23-all-nba-second-team-20230510,Golden State Warriors
Dubs by the Numbers: Warriors Trail 3-1 vs. Lakers in Western Conference Semifinals,2023-05-09T23:56:04Z,"After splitting the first two games in Chase Center, the Warriors lost both road games in Los Angeles, finding themselves down 3-1 in their Western Conference Semifinals series against the Lakers. ",https://www.nba.com/warriors/news/dubs-by-the-numbers-warriors-trail-3-1-vs-lakers-in-western-conference-semifinals-20230509,Kalyb Champion
Draymond Green Named to 2022-23 NBA All-Defensive Second Team,2023-05-09T18:11:00Z,"Golden State Warriors forward Draymond Green has been named to the 2022-23 NBA All-Defensive Second Team, the league announced today.",https://www.nba.com/warriors/news/draymond-green-named-to-2022-23-nba-all-defensive-second-team-20230509,Golden State Warriors
Andre Iguodala Injury Update – 5/6/23,2023-05-06T22:30:00Z,"Warriors forward Andre Iguodala, who suffered a fractured left wrist on March 13 against the Phoenix Suns, has been cleared to intensify his on-court workouts and is expected to participate in team practices at some point next week.",https://www.nba.com/warriors/news/andre-iguodala-injury-update-20230506,Golden State Warriors
Dubs by the Numbers: Warriors vs. Kings  First Round Series in Review,2023-05-02T17:23:04Z,"Led by a 50-point Game 7 performance by Stephen Curry, the Warriors defeated the Sacramento Kings 4-3 in the first round of the 2023 NBA Playoffs.",https://www.nba.com/warriors/news/dubs-by-the-numbers-warriors-vs-kings-first-round-series-in-review-20230502,Kalyb Champion
Warriors vs. Lakers: A Look Back at Their 2022-23 Regular Season Matchups,2023-05-02T06:36:52Z,"The Warriors went 1-3 against the Lakers during the regular season, with the lone win coming in the season opener at Chase Center.",https://www.nba.com/warriors/news/warriors-vs-lakers-2022-23-regular-season-matchups,Andy Fahey
Warriors Announce 2023 Western Conference Semifinals Ticket On-Sale Information,2023-05-01T01:05:00Z,"The 2022 NBA Champion Golden State Warriors announced today that single game tickets for the Western Conference Semifinals, presented by Kaiser Permanente, will go on sale tomorrow, May 1, with exclusive presale events before becoming available to the general public at 4 p.m.",https://www.nba.com/warriors/news/2023-playoff-tickets-r2,Golden State Warriors
Warriors Announce Schedule for Western Conference Semifinals vs. Lakers,2023-05-01T00:59:00Z,The 2022 NBA champion Golden State Warriors’ complete schedule for the team’s Western Conference Semifinals series against the Los Angeles Lakers in the 2023 NBA Playoffs was announced today.,https://www.nba.com/warriors/news/warriors-lakers-western-conference-semifinals-playoff-schedule-2023,Golden State Warriors
Warriors to Tip-Off Game 6 vs. Kings at 5 P.M. Friday at Chase Center,2023-04-27T05:59:00Z,"The 2022 NBA Champion Golden State Warriors will host the Sacramento Kings in Game 6 of their First Round playoff series on Friday, April 28, at 5 p.m. at Chase Center.",https://www.nba.com/warriors/news/warriors-kings-game-6-early-start-20230426,Golden State Warriors
Dubs by the Numbers: Warriors vs. Kings Series Tied 2-2,2023-04-24T19:55:43Z,"After winning both games at Chase Center, the Warriors have evened up their first-round series against the Sacramento Kings 2-2.",https://www.nba.com/warriors/news/dubs-by-the-numbers-warriors-vs-kings-series-tied-2-2-20230424,Kalyb Champion
Andre Iguodala Injury Update – 4/22/23,2023-04-22T20:04:07Z,"Warriors forward Andre Iguodala, who suffered a fractured left wrist on March 13 against the Phoenix Suns, had the splint on his left wrist removed last week. ",https://www.nba.com/warriors/news/andre-iguodala-injury-update-20230422,Golden State Warriors
"Warriors Free Throws For Futures, Presented by PG&E And The PG&E Corporation Foundation, Donates $657,000 to Bay Area Youth",2023-04-17T22:44:00Z,"The Warriors Community Foundation, in partnership with Pacific Gas and Electric Company (PG&amp;E) and The PG&amp;E Corporation Foundation (PG&amp;E Foundation) has granted a total of $657,000 to four Bay Area non-profit organizations, equating to $164,250 each, as part of the Warriors’ Free Throws For Futures program.",https://www.nba.com/warriors/news/warriors-free-throws-for-futures-donations-2022-23-season,Golden State Warriors
"Warriors Hoops For Kids, Presented by Salesforce, Donates $681,500 to Bay Area Youth",2023-04-17T16:43:00Z,"The Warriors Community Foundation, in partnership with Salesforce, and Taube Philanthropies, has granted a total of $681,500 to eight Bay Area non-profit organizations, equating to $85,187.50 each, as part of the Warriors’ Hoops For Kids Program.",https://www.nba.com/warriors/news/warriors-hoops-for-kids-donations-2022-23-season,Golden State Warriors
Warriors vs. Kings Game 1 Takeaways,2023-04-16T19:46:32Z,Diving deeper into the positive takeaways and areas for improvement from game one of the Warriors 1st Round Series vs. the Kings.,https://www.nba.com/warriors/news/warriors-vs-kings-game-1-takeaways-20230416,Kalyb Champion
Warriors Regular Season Wrap-Up: Top Moments,2023-04-15T19:53:00Z,"From opening the season celebrating a championship, huge double-digit comebacks, clutch moments and remarkable shooting/scoring performances, the Warriors had some incredible moments during the 2022-23 regular season. ",https://www.nba.com/warriors/news/warriors-regular-season-wrap-up-top-moments-20230415,Kalyb Champion
Dubs by the Numbers: Gold Blooded Playoff Resume,2023-04-13T17:35:26Z,"Embarking on another postseason journey, the Defending NBA Champion Warriors are set to take on the Sacramento Kings in the first round of the 2023 playoffs.",https://www.nba.com/warriors/news/dubs-by-the-numbers-gold-blooded-playoff-resume-20230413,Kalyb Champion
Warriors Lead NBA in Local TV Ratings During 2022-23 Regular Season,2023-04-13T15:42:00Z,"For the seventh time in the last eight seasons, the 2022 NBA Champion Golden State Warriors led the NBA in local TV ratings, it was announced today.",https://www.nba.com/warriors/news/warriors-lead-nba-in-local-tv-ratings-2022-23-season-20230413,Golden State Warriors
Warriors vs. Kings: A Look Back at Their 2022-23 Regular Season Matchups,2023-04-12T21:57:09Z,"The Warriors won three of four head-to-head regular season meetings vs. the Kings, including a pair of early-season home wins and a late-season pivotal road game in which the Kings rested several of their top players.",https://www.nba.com/warriors/news/warriors-vs-kings-2022-23-regular-season-matchups,Kalyb Champion
Warriors Announce Schedule for First Round Playoff Series Against Sacramento,2023-04-12T19:52:11Z,"The Warriors open their first round playoff series with the Kings with two games in Sacramento before hosting Games 3 and 4 at Chase Center on Thursday, April 20, and Sunday, April 23. ",https://www.nba.com/warriors/news/warriors-kings-first-round-playoff-schedule-2023,Golden State Warriors
